thickness,nb_iterations,dt,tol_by_dt,disc_name,folder_name
0.1,5,0.01,1e-05,20210706_ecadGFPnbG4_upcrawling_disc3_1,wd_thickness_0.1_nb_iterations_5_dt_0.01_tol_by_dt_1e-05_disc_name_20210706_ecadGFPnbG4_upcrawling_disc3_1/
