x[0],x[1],x[2]
0.06076015778782733,-0.5246964154465508,0.7286987545228405
0.04660654062234026,0.41918413631404294,0.7950550234001846
0.18048077710359844,-0.6479439140853879,0.5979927869931114
0.16266057685637592,-0.6313403056997616,0.6204441595628754
0.14509570455457796,-0.6143499685947585,0.6414993005510059
0.1278498719705406,-0.5970849753543647,0.6611686187677046
0.11097744475726355,-0.5796504292678487,0.6794772892486894
0.09452317518684342,-0.5621427759168932,0.6964631137662977
0.07787711924655416,-0.5439336524352514,0.712791228934746
0.08965936145913556,-0.5162339462693544,0.7317538599979568
0.11780923278619693,-0.5073979368933457,0.7339402688957081
0.14567983236207221,-0.49806613295438373,0.735328167314992
0.17430618697940486,-0.4878675401600868,0.7359365573463834
0.20361696868803741,-0.4767681915691,0.7356848656661525
0.23352442221420577,-0.4647414819120947,0.7344941791598294
0.2639246889935478,-0.4517697225366467,0.7322894757804596
0.29469831908691974,-0.43784576947093606,0.729002045870756
0.3257113760010929,-0.42297452902329735,0.7245720442723377
0.3568172327990013,-0.4071742159129621,0.7189510555478225
0.38785906139608506,-0.3904772560106796,0.712104529568039
0.4186728966963269,-0.3729307749567376,0.7040139506160898
0.4490907013517816,-0.35459690136206606,0.694678759934249
0.4771696948089733,-0.3367149582204888,0.6847861850727466
0.5040574174743646,-0.31866315891119823,0.6740770809349703
0.5302211008641022,-0.30015362475909607,0.6623997174987588
0.5560763293363653,-0.280865825954637,0.6495332968852434
0.5825147538890183,-0.2600162035779692,0.6348764725350254
0.6077443158825968,-0.23893936643673588,0.6193180327418263
0.6316782233351559,-0.21774880614949085,0.6029660683526168
0.6542522169908898,-0.1965546820048765,0.5859354004875177
-0.19598220385958037,0.647693156714173,0.5933671296221013
-0.17438241186302544,0.6311163124921676,0.6174811531853607
-0.15277899108402498,0.6137400433432476,0.6402981642019411
-0.1312795025136273,0.595684512277104,0.661759513760825
-0.1099848080491371,0.5770733925513409,0.6818281613483567
-0.088987278801139,0.5580306758593309,0.700487707966062
-0.06836942019127004,0.5386777297884826,0.7177408486442974
-0.04820297668438437,0.5191307553719207,0.7336073417474391
-0.02854849778631917,0.49949871754525943,0.7481216575161996
-0.009455285340576328,0.47988174324952215,0.761330486763093
0.009038556197253873,0.46036974506983663,0.7732903738740079
0.027623728000316202,0.4402549978034188,0.7844822920630371
0.06145640222112379,-0.49981903323566884,0.7459249591221606
0.06206978001995993,-0.47495601255549624,0.7619475891067949
0.06261329838477794,-0.44971908115248543,0.7770664855163572
0.06310447045517896,-0.42314502325904085,0.791811919018448
0.06353558204412073,-0.3952368969275495,0.8060713523760763
0.06389880206343876,-0.36601461500562343,0.8197257130877027
0.06418637066399241,-0.33551642098752216,0.8326516925273787
0.06439080590812395,-0.3038003394176596,0.8447243206420763
0.06450513031787959,-0.27094517031094856,0.8558199593651953
0.06452310915477431,-0.23705084058252449,0.8658196505994303
0.0644394887412366,-0.2022379966578609,0.874612682848004
0.06425022176486057,-0.1666468408110967,0.8821001867423266
0.0639526723507785,-0.13043576994803496,0.8881984944916634
0.06357331492698086,-0.09599026867586641,0.8926053450146542
0.06310856191283024,-0.06201856160985561,0.8956399987880952
0.06255315835794584,-0.027957769703768315,0.8973881353643122
0.06189538302903299,0.0067613406870125885,0.897843664471607
0.061099610700484835,0.04346202924345376,0.896871166660123
0.060211186355336184,0.0797402667323271,0.8944361927488961
0.05923764613093975,0.11542765992486671,0.8905994366746113
0.058187425999475684,0.15037173887150704,0.8854391924939369
0.05706960912738826,0.1844377679262798,0.8790482179473541
0.05589365841109623,0.21751039366601527,0.8715303365900001
0.0546691586261491,0.24949453988271078,0.8629969627199295
0.053405581716885905,0.28031552097451,0.8535637366607547
0.05211208374044148,0.30991846970952236,0.8433474212097509
0.05079733616065103,0.3382672557173953,0.8324631489431855
0.04946937700323095,0.36534334080251185,0.8210219388482696
0.04808085010254507,0.39217368962614185,0.8086334330328144
0.07575171016057111,0.411243561981527,0.7969569694384351
0.1041572054750289,0.40303244429128804,0.797944938824868
0.13229667166630404,0.39443399292333625,0.7980723124457907
0.1612157813413271,0.3851092510002527,0.7973081817218044
0.19084408289848465,0.375033743275965,0.7955678647526269
0.2210944886008007,0.36418955813166254,0.7927693188174066
0.25186355674975786,0.35256658414868675,0.7888355674810109
0.28303195987578816,0.3401637980120317,0.7836973269132032
0.31446554949656497,0.3269904306042064,0.7772957458220772
0.3460171192665728,0.31306690696572304,0.7695851252053783
0.37752887133419033,0.29842547333464003,0.7605354614836369
0.40883546907813295,0.2831104687479088,0.7501346690488333
0.4397670954820703,0.26717844763921106,0.738390532745623
0.46834630409266015,0.25170189666091386,0.7261528039331971
0.49573813003789613,0.2361359093393622,0.7130803171782282
0.5224178667168238,0.2202307311502092,0.6989835460095517
0.5488100127883982,0.20371241241159313,0.6835998997166742
0.5758279373351989,0.18591617007212694,0.6662262110499724
0.6016424282066017,0.1679850995183961,0.647925454756532
0.6261635728265614,0.1500138162218034,0.6288203519349915
0.6493240948047649,0.13209336844017155,0.6090398689085154
0.6710788168283511,0.1143096471722082,0.5887159978866089
0.03224377261612335,-0.5173737652243747,0.7357205489756511
0.004334846096752844,-0.5096506396778033,0.7417799098016362
-0.02342703054564684,-0.5014232561965272,0.7470113067317558
-0.05207828497298833,-0.49236174317103415,0.751576853086797
-0.0815607402264954,-0.48242956271794923,0.7553870283963542
-0.11179944191034476,-0.47159687944230544,0.7583516783714632
-0.14270261080936877,-0.4598421208745146,0.7603822648759098
-0.17416175238771325,-0.4471536178704382,0.7613943301802417
-0.20605233995538483,-0.43353114570620593,0.7613101725982485
-0.23823518998954468,-0.4189872451684761,0.7600616308147498
-0.2705585553732174,-0.4035482162679165,0.7575928360678582
-0.30286084055344586,-0.38725472158824426,0.753862780528971
-0.3349733585333259,-0.3701622050612181,0.7488476420588641
-0.36482988026600016,-0.3534304024949275,0.7429576764913124
-0.3936263318818101,-0.33648404995748643,0.7360956425448251
-0.4218573698873169,-0.3190543642533179,0.7281762644598261
-0.449977318714529,-0.3008380850731662,0.719038844021652
-0.4789822764468522,-0.28108912924598983,0.7082124541897881
-0.5069237151407001,-0.2610678471493394,0.6963274561675417
-0.5336963935779462,-0.2408839181430102,0.6834786737433478
-0.5592165780578539,-0.2206445635473943,0.6697707036010491
-0.5834219445012987,-0.20045252497144372,0.6553149013313342
-0.6062712200691771,-0.18040404030419233,0.6402262021799443
-0.6277431816312119,-0.16058719192252285,0.6246200858969893
-0.6478350809113161,-0.1410807058791422,0.6086098441278055
-0.6665606480885438,-0.12195320242126238,0.5923042451637326
-0.09128782833898477,-0.6697962464062592,0.5941712890213038
-0.0708287149281972,-0.6529329306289187,0.6153550854928818
-0.050761308299046765,-0.6355771743798242,0.6351889049622386
-0.03115381238842702,-0.6178488883876756,0.653675906770152
-0.012063426221235428,-0.5998625455674723,0.6708348531293802
0.006463655749425016,-0.5817252455359155,0.6866978665035532
0.024392147360219888,-0.5635350228042395,0.7013082783057553
0.04239233385748343,-0.5446380992904752,0.7152427775457605
0.2325420540921051,0.6391946101967396,0.5893678336777998
0.21498363128726802,0.6210408969332527,0.6148904313899193
0.1973685479314203,0.602208860193346,0.6390541017723569
0.17978665208989125,0.5828259592243649,0.6618086286718445
0.16232221323065701,0.5630196924028616,0.6831254094662914
