genotype,devstage,arclength,x,y,x_sd,y_sd,curvature,curvature_sd,crosssection
ecadGFPnbG4,wL3,118.25382287632044,-113.36472450063286,-24.809647286547627,2.634667316579487,13.073401475188412,0.004081445396475291,0.0006435447635001612,Along_DV
ecadGFPnbG4,wL3,124.82003646356458,-119.14217988849175,-27.788081830477534,2.9881385557802327,13.731346069931533,0.004086191394082005,0.0005908787177426078,Along_DV
ecadGFPnbG4,wL3,131.3862500508087,-124.83533834364749,-30.917645668979606,3.3670191041622544,14.370051936130261,0.004097396680560632,0.0005411904899485771,Along_DV
ecadGFPnbG4,wL3,137.9524636380528,-130.440206824093,-34.19662626539299,3.769614518757057,14.990548922390087,0.004115359885392456,0.0005009096341155639,Along_DV
ecadGFPnbG4,wL3,144.51867722529693,-135.9527494532834,-37.62353273626719,4.193697068239497,15.593791716372014,0.0041403617828539374,0.00047617461160629333,Along_DV
ecadGFPnbG4,wL3,151.08489081254106,-141.3688488363796,-41.19709580028825,4.636538801506134,16.180496036166154,0.004172743030046581,0.00047318110790693304,Along_DV
ecadGFPnbG4,wL3,157.65110439978514,-146.68426737649267,-44.91626772720537,5.094945258952715,16.750991882591038,0.004212988186159271,0.0004986386870409677,Along_DV
ecadGFPnbG4,wL3,164.21731798702928,-151.89460859092767,-48.78022228675741,5.565288256000253,17.305093490669993,0.00426179215042758,0.0005598478522378377,Along_DV
ecadGFPnbG4,wL3,170.7835315742734,-156.99527845314208,-52.78835464854859,6.043539172326313,17.84198485112851,0.004319980945737675,0.0006639052027313826,Along_DV
ecadGFPnbG4,wL3,177.3497451615175,-161.9814523396751,-56.940270175288966,6.525309689491331,18.360124254312563,0.004386539862888114,0.0008133905140078296,Along_DV
ecadGFPnbG4,wL3,183.91595874876162,-166.84807088538867,-61.235699572580636,7.005909188642904,18.857191117023145,0.004458920499018354,0.0010042961254463144,Along_DV
ecadGFPnbG4,wL3,190.48217233600576,-171.58985152253695,-65.67432946920611,7.480402148958376,19.330091633416295,0.004532740767671098,0.0012289512532470124,Along_DV
ecadGFPnbG4,wL3,197.04838592324984,-176.20132835028116,-70.25557011455845,7.943691876118002,19.77504341770402,0.00460304229068671,0.0014789409458362273,Along_DV
ecadGFPnbG4,wL3,203.61459951049403,-180.67690496962624,-74.97830584024683,8.390607345085105,20.187679074413058,0.0046660520245084686,0.001744599569022295,Along_DV
ecadGFPnbG4,wL3,210.1808130977381,-185.01086948306303,-79.84070648741316,8.816015060206148,20.563193393813,0.004722318538634699,0.002010856335028002,Along_DV
ecadGFPnbG4,wL3,216.7470266849822,-189.19732369305817,-84.84017723877527,9.215003712945041,20.896608531382057,0.00477327967699655,0.00226138097825629,Along_DV
ecadGFPnbG4,wL3,223.31324027222638,-193.2300883494913,-89.973362113107,9.583058513862563,21.183074562547347,0.004820934021930314,0.0024821542307538733,Along_DV
ecadGFPnbG4,wL3,229.87945385947046,-197.10260866591094,-95.23614995367102,9.916173615499519,21.418151529766508,0.004868612161234755,0.002664468089544367,Along_DV
ecadGFPnbG4,wL3,236.44566744671454,-200.8078598367838,-100.62368041720465,10.210869502977745,21.59806566399484,0.004921722072962073,0.0028083972522615092,Along_DV
ecadGFPnbG4,wL3,243.01188103395873,-204.3382525547419,-106.13034996290561,10.464078122893362,21.719934477859866,0.004988206291370273,0.0029269050982330966,Along_DV
ecadGFPnbG4,wL3,249.5780946212028,-207.68553852783057,-111.74981784141693,10.672861993178858,21.78195624021182,0.005078415721100328,0.003050067528871777,Along_DV
ecadGFPnbG4,wL3,256.1443082084469,-210.8407147989075,-117.47501326518933,10.833947671556409,21.78356198657936,0.005205249378845083,0.003227033618596473,Along_DV
ecadGFPnbG4,wL3,262.7105217956911,-213.79385474554428,-123.29821513358047,10.943109981764646,21.725523072442396,0.005388443977108058,0.0035150895415313596,Along_DV
ecadGFPnbG4,wL3,269.27673538293516,-216.53373396564461,-129.2113496121631,10.994803436982686,21.610111226910757,0.005630810488660324,0.003917714080706085,Along_DV
ecadGFPnbG4,wL3,275.84294897017924,-219.0476278067159,-135.20613130921745,10.982897556623074,21.441733668589627,0.005928915498158768,0.004368180085973359,Along_DV
ecadGFPnbG4,wL3,282.40916255742343,-221.32094684190557,-141.2741178843553,10.902188030474328,21.227827487326575,0.006281007710003989,0.004756616588105969,Along_DV
ecadGFPnbG4,wL3,288.9753761446675,-223.33655735513548,-147.40685412786652,10.750436049093473,20.97977194222076,0.006690093916658994,0.004976587799835463,Along_DV
ecadGFPnbG4,wL3,295.5415897319116,-225.0740674214118,-153.59602704974006,10.531070873178166,20.713843675380247,0.007179492379256701,0.004983051878052583,Along_DV
ecadGFPnbG4,wL3,302.1078033191558,-226.50910350798154,-159.83357971091422,10.256342028540699,20.45207084146255,0.007799320384532581,0.004848113215983278,Along_DV
ecadGFPnbG4,wL3,308.67401690639986,-227.61271267112627,-166.1112975859409,9.951044139857105,20.222430008933376,0.008600318500399811,0.004760485187948669,Along_DV
ecadGFPnbG4,wL3,315.24023049364394,-228.35124920614024,-172.41943801345738,9.65752505300342,20.057982833367934,0.009616995991505459,0.004905303223665753,Along_DV
ecadGFPnbG4,wL3,321.8064440808881,-228.6863966554903,-178.74503441471643,9.440834908658172,19.995719490084735,0.010834973981800495,0.0053208210636838775,Along_DV
ecadGFPnbG4,wL3,328.3726576681322,-228.57517926307943,-185.07018478798327,9.389902815418207,20.07597952850146,0.012185422072800677,0.005940867834240175,Along_DV
ecadGFPnbG4,wL3,334.9388712553763,-227.96997337433132,-191.3703401854406,9.608748041150253,20.343607699582034,0.013594793784987144,0.006823261098626097,Along_DV
ecadGFPnbG4,0hAPF,-470.031715064104,188.1228776442258,-338.71114120485254,21.154944859451156,16.159830422583735,0.011144318348853105,0.008876676881375658,Along_DV
ecadGFPnbG4,0hAPF,-460.7402420369293,194.1880246136535,-332.45189257014147,19.217034388583215,14.515305270393144,0.011474359056054446,0.009420218053059816,Along_DV
ecadGFPnbG4,0hAPF,-451.44876900975464,199.59126579192747,-325.38480801574065,17.717080006187228,13.641713320945241,0.011140942012621693,0.009168459462735012,Along_DV
ecadGFPnbG4,0hAPF,-442.15729598257997,204.32111357709908,-317.6968369455749,16.583859453848262,13.211623491074002,0.010079261133570418,0.007024821175072804,Along_DV
ecadGFPnbG4,0hAPF,-432.8658229554053,208.38057430148297,-309.54097384127766,15.744186114101788,13.01323983347673,0.008961789343449735,0.004765065876326591,Along_DV
ecadGFPnbG4,0hAPF,-423.5743499282306,211.78487622103205,-301.0400559796879,15.12102453336748,12.927471912129276,0.008077806825727897,0.0033610863923262593,Along_DV
ecadGFPnbG4,0hAPF,-414.28287690105594,214.55919750471168,-292.290561150346,14.63955273334921,12.893621579155393,0.007379032628206444,0.002711768230531095,Along_DV
ecadGFPnbG4,0hAPF,-404.9914038738813,216.73639422387487,-283.36640537299036,14.235157679626324,12.882822470155283,0.00676684585936079,0.0023788271661256215,Along_DV
ecadGFPnbG4,0hAPF,-395.69993084670665,218.354728674323,-274.32274084502154,13.858924596164314,12.882077103998224,0.006186075358027667,0.0020788132764390016,Along_DV
ecadGFPnbG4,0hAPF,-386.408457819532,219.45562188113678,-265.19977034007707,13.479223639850721,12.885799874055586,0.005624661302491777,0.0017393658273331459,Along_DV
ecadGFPnbG4,0hAPF,-377.1169847923573,220.08149659292178,-256.0265608278072,13.08013604527541,12.891618643462998,0.005097027035000912,0.0013848870730663566,Along_DV
ecadGFPnbG4,0hAPF,-367.8255117651826,220.27357245425753,-246.8243535879218,12.658125707669592,12.898426807941215,0.004626906270365806,0.0010670625324952297,Along_DV
ecadGFPnbG4,0hAPF,-358.53403873800795,220.06963564623877,-237.60912378919406,12.218100184037445,12.905451806184724,0.004233788314636147,0.0008391641282822614,Along_DV
ecadGFPnbG4,0hAPF,-349.2425657108333,219.50218586162953,-228.3937476644253,11.769489194864661,12.911663702487076,0.003924362921968187,0.0007187555931786548,Along_DV
ecadGFPnbG4,0hAPF,-339.95109268365866,218.5975369676613,-219.1900645319037,11.322704595716862,12.915593332943116,0.0036954208654111113,0.0006681584571509981,Along_DV
ecadGFPnbG4,0hAPF,-330.659619656484,217.37588166352293,-210.01009544386895,10.886984443692175,12.915423080050214,0.0035379266381082367,0.0006398018717877342,Along_DV
ecadGFPnbG4,0hAPF,-321.3681466293093,215.85191017404125,-200.86618415181385,10.469743340439944,12.909099456056842,0.0034429511531073416,0.0006109768268679119,Along_DV
ecadGFPnbG4,0hAPF,-312.07667360213463,214.03551187054177,-191.7709368822062,10.076238417549979,12.894376313536194,0.003402295468953694,0.0005811117618773486,Along_DV
ecadGFPnbG4,0hAPF,-302.78520057495996,211.9324773755373,-182.73716025882104,9.709274193143386,12.868810333965502,0.0034083122395123316,0.0005636160400476774,Along_DV
ecadGFPnbG4,0hAPF,-293.4937275477853,209.5452006674161,-173.77779922507324,9.368967401480521,12.82974508233684,0.0034535042682035935,0.0005767951918335676,Along_DV
ecadGFPnbG4,0hAPF,-284.2022545206106,206.87338118513009,-164.9058749663496,9.052647897768315,12.7743203033151,0.003530067914161744,0.0006309065201890343,Along_DV
ecadGFPnbG4,0hAPF,-274.91078149343593,203.914725932883,-156.1344228323411,8.754985777959604,12.699534570619344,0.0036295004405798976,0.0007198013835570282,Along_DV
ecadGFPnbG4,0hAPF,-265.61930846626126,200.6656515853199,-147.47643025746856,8.46840821707569,12.60237548156774,0.003742377174738086,0.0008257906026259525,Along_DV
ecadGFPnbG4,0hAPF,-256.3278354390866,197.1219875470586,-138.9447709997662,8.183813341808666,12.480011777121726,0.003858116519238685,0.0009288265949199757,Along_DV
ecadGFPnbG4,0hAPF,-247.0363624119119,193.27968547501274,-130.55210047726905,7.891513438064175,12.329985252223443,0.003965729147172328,0.0010114270700347517,Along_DV
ecadGFPnbG4,0hAPF,-237.74488938473726,189.1355092626814,-122.3107385225679,7.582291639756385,12.150345910949987,0.0040556376847494455,0.0010594343253290972,Along_DV
ecadGFPnbG4,0hAPF,-228.4534163575626,184.68767908720147,-114.23265031579598,7.248502725502058,11.939787136044961,0.004121435523130037,0.0010648529129348569,Along_DV
ecadGFPnbG4,0hAPF,-219.1619433303879,179.93634180701673,-106.32946755782444,6.885020048307228,11.697706159303255,0.004163560693823317,0.001029546012219011,Along_DV
ecadGFPnbG4,0hAPF,-209.87047030321327,174.88362787636152,-98.61253471853992,6.489625162725402,11.424161695798894,0.004186047864221188,0.0009605635422624314,Along_DV
ecadGFPnbG4,0hAPF,-200.5789972760386,169.53348192603426,-91.09298337961255,6.062943880501949,11.119784527407619,0.004193730287996629,0.0008664263289317365,Along_DV
ecadGFPnbG4,0hAPF,-191.28752424886392,163.8914759397351,-83.78180914245522,5.608184448029253,10.785658632070085,0.00419177721539515,0.0007566369182389561,Along_DV
ecadGFPnbG4,0hAPF,-181.99605122168924,157.9646224234137,-76.68994853765847,5.130754179163375,10.423189582188112,0.004185297386293074,0.000641850900319715,Along_DV
ecadGFPnbG4,0hAPF,-172.70457819451457,151.76118757461592,-69.82835593442552,4.637801322578218,10.033977067279665,0.00417903342371239,0.0005346740770882701,Along_DV
ecadGFPnbG4,0hAPF,-163.4131051673399,145.2905044518314,-63.208080450007174,4.13771566868823,9.619706907204032,0.0041771624370106775,0.0004504207380480297,Along_DV
ecadGFPnbG4,0hAPF,-154.12163214016522,138.56278614384064,-56.84034285913685,3.6396111222044603,9.182075310125503,0.004183197997750162,0.00040447297507014964,Along_DV
ecadGFPnbG4,0hAPF,-144.83015911299054,131.58893893906242,-50.7366125034655,3.1528071735479277,8.722754440433226,0.004199978754028862,0.00040173255840483574,Along_DV
ecadGFPnbG4,0hAPF,-135.53868608581587,124.38037549490068,-44.90868420099661,2.686324187540285,8.24340361833807,0.0042297244729769656,0.0004287183913625903,Along_DV
ecadGFPnbG4,0hAPF,-126.2472130586412,116.94882788132213,-39.36875538928248,2.2484103739230914,7.745724976992149,0.0042742197549124235,0.00046354183124632637,Along_DV
ecadGFPnbG4,0hAPF,-116.95574003146658,109.30615562748483,-34.12951022719655,1.8461357220359,7.231563632880362,0.004334927963138757,0.0004891623001439262,Along_DV
ecadGFPnbG4,0hAPF,-107.6642670042919,101.46414232281282,-29.20417630674696,1.485126547394065,6.703034646879449,0.004410851333360593,0.0004983078369765148,Along_DV
ecadGFPnbG4,0hAPF,-98.37279397711723,93.43438523957587,-24.60643303670825,1.1695771337796814,6.162597221480684,0.004498608753670015,0.0004903268430805394,Along_DV
ecadGFPnbG4,0hAPF,-89.08132094994255,85.22839056938423,-20.35022474383008,0.9026403627948467,5.613076094956266,0.00459458246353886,0.00046774225543533027,Along_DV
ecadGFPnbG4,0hAPF,-79.78984792276788,76.85773399536158,-16.449561265985714,0.6869826451962789,5.05764422112728,0.004695212955047653,0.00043539650510402263,Along_DV
ecadGFPnbG4,0hAPF,-70.4983748955932,68.33422312318845,-12.91831833149836,0.5250780650966282,4.49977524691826,0.004796995814175286,0.00040027217070597927,Along_DV
ecadGFPnbG4,0hAPF,-61.20690186841853,59.67005991214554,-9.770037938467588,0.41792715276570586,3.943183819999037,0.00489651178577393,0.00037123773444854556,Along_DV
ecadGFPnbG4,0hAPF,-51.91542884124385,50.878003106156974,-7.017728734095677,0.3604989184331867,3.3917859561275616,0.0049904987403236924,0.0003575123056827137,Along_DV
ecadGFPnbG4,0hAPF,-42.62395581406918,41.971530664833715,-4.673666394014024,0.3379354483120258,2.8497444014167677,0.00507596723483769,0.00036494009283076446,Along_DV
ecadGFPnbG4,0hAPF,-33.3324827868945,32.9650021945168,-2.7491940016095056,0.3311918124005233,2.321753355625507,0.005150352752364038,0.0003926173286910558,Along_DV
ecadGFPnbG4,0hAPF,-24.041009759719827,23.873821379320717,-1.2545224273508668,0.32620561210680155,1.8140009823308143,0.0052116894512107504,0.00043416728112208975,Along_DV
ecadGFPnbG4,0hAPF,-14.74953673254521,14.714598412176768,-0.19853070811510481,0.31637883465137917,1.3373104081520202,0.005258784740034038,0.0004819816226595531,Along_DV
ecadGFPnbG4,0hAPF,-5.4580637053705345,5.505312425876152,0.4114335734861761,0.3008849822022194,0.9185731690030744,0.005291373247202612,0.0005300063459122433,Along_DV
ecadGFPnbG4,0hAPF,3.8334093218041403,-3.7345261327741417,0.5697538840966629,0.28323340279380643,0.6425733849543622,0.0053102665048850445,0.0005745211699429502,Along_DV
ecadGFPnbG4,0hAPF,13.124882348978815,-12.9837395526505,0.27273240477405636,0.27086237998857404,0.6721120160953522,0.00531834394545923,0.000615143389129222,Along_DV
ecadGFPnbG4,0hAPF,22.41635537615349,-22.219576142033084,-0.4813257983357937,0.2740625317111112,0.9585754483287693,0.005319667077214455,0.0006538676358579048,Along_DV
ecadGFPnbG4,0hAPF,31.707828403328165,-31.41807257058477,-1.6921500776398617,0.30183896973049873,1.3332624725324838,0.005317394466167634,0.0006923796751732234,Along_DV
ecadGFPnbG4,0hAPF,40.99930143050284,-40.55446218574448,-3.357562264249177,0.35729491010690106,1.7312927056965706,0.0053135919466445886,0.0007313695766003012,Along_DV
ecadGFPnbG4,0hAPF,50.29077445767746,-49.60358366199929,-5.47353487841802,0.4388283161865776,2.134216797703748,0.005309192648521813,0.0007702598025797224,Along_DV
ecadGFPnbG4,0hAPF,59.58224748485213,-58.540289650156666,-8.03424933998317,0.5447185116978654,2.5366423445854407,0.0053039918577035385,0.0008071570307106685,Along_DV
ecadGFPnbG4,0hAPF,68.87372051202681,-67.33985542661628,-11.03215417880304,0.6754636649022032,2.937491107663106,0.005296679211546912,0.0008389800385995179,Along_DV
ecadGFPnbG4,0hAPF,78.16519353920148,-75.97838754264237,-14.458023245196914,0.8337232198293804,3.3373715049444064,0.005284914889114922,0.0008617377674320813,Along_DV
ecadGFPnbG4,0hAPF,87.45666656637616,-84.43323247363566,-18.301013920384158,1.0233906967474398,3.7375689290847944,0.005265456036293026,0.0008709451588628349,Along_DV
ecadGFPnbG4,0hAPF,96.74813959355083,-92.6833852684056,-22.54872532692341,1.2485364081057826,4.139524910837136,0.005234332730470501,0.0008621656962570482,Along_DV
ecadGFPnbG4,0hAPF,106.0396126207255,-100.70989819844243,-27.18725653915179,1.5124763982760938,4.544468342831203,0.005187060072209571,0.0008316666890158267,Along_DV
ecadGFPnbG4,0hAPF,115.33108564790018,-108.49628940358109,-32.201264797240604,1.817055801850598,4.9530852430412065,0.005118871129837882,0.0007772115015049313,Along_DV
ecadGFPnbG4,0hAPF,124.62255867507486,-116.02894665349086,-37.574028612827334,2.162154003338698,5.365195883752898,0.005025803670150753,0.0006994563119559693,Along_DV
ecadGFPnbG4,0hAPF,133.91403170224953,-123.2974614323225,-43.28756944411879,2.545447685646565,5.779496849595182,0.00490717418486833,0.0006050133624602532,Along_DV
