arclength,x,y,curvature
88.49780589105131,-59.09242963509552,-39.788974367345844,-0.0009941126955340075
91.60299206266714,-61.19238500497918,-41.73971624353533,0.0016866607808085205
94.708178234283,-63.28444044287686,-43.70208769075268,0.0043981395417110125
97.81336440589881,-65.36924494903313,-45.70763956486962,0.006767197000686278
100.91855057751467,-67.44659328345774,-47.785930952008044,0.00850673213993624
104.02373674913048,-69.5153007699834,-49.96216093489187,0.009467977447658404
107.12892292074633,-71.57307810032377,-52.25480035920006,0.009643880111022754
110.23410909236216,-73.61640613813118,-54.67322359991891,0.00912777574505063
113.339295263978,-75.64041072305483,-57.21534032769483,0.008047823674261037
116.44448143559383,-77.6387375700701,-59.86522795276886,0.006502069936962556
119.54966760720968,-79.60348973971368,-62.591209078639054,0.004659783536576537
122.6548537788255,-81.52575847510013,-65.34814903199327,0.0027448185698132218
