arclength,x,y,curvature
-153.70671549498385,117.76713761487228,-112.45233958010547,-0.00014884107184424893
-150.60152932336803,116.65238784630029,-109.76815471285062,0.0024733897431354255
-147.4963431517522,115.45232348953166,-106.93669485318931,0.004114777980236886
-144.39115698013634,114.1785604227015,-104.03508790455395,0.005337500580452725
-141.28597080852052,112.84005432300772,-101.12133491695968,0.0063331563314020746
-138.1807846369047,111.44342781009591,-98.23657003186864,0.007147574357342305
-135.07559846528883,109.99329758944475,-95.40732042705301,0.0077586509527773915
-131.970412293673,108.49260159575124,-92.64776626145905,0.008115577931424587
-128.86522612205718,106.9429261363159,-89.96200062007036,0.008169753960313827
-125.76003995044134,105.34483303442798,-87.34628945877166,0.007903214198015535
-122.6548537788255,103.69818677275072,-84.79133154921237,0.007349781347077907
-119.54966760720966,102.00248163670655,-82.28451842367025,0.0066013843974937906
-116.44448143559384,100.25716885786234,-79.81219431991497,0.005796667197211119
-113.33929526397799,98.46198341866416,-77.36191389346797,0.005091853726038633
-110.23410909236217,96.6172326527318,-74.92444806145966,0.004561505300746861
-107.12892292074632,94.72387859689997,-72.49443012446952,0.004205383920655622
-104.0237367491305,92.78345633475175,-70.06992063810142,0.004008974739939297
-100.91855057751465,90.79797504535036,-67.65185826602934,0.003951574160486487
-97.81336440589882,88.76981902563763,-65.24351045943666,0.004010448918475874
-94.70817823428297,86.70164871283228,-62.84992413645517,0.004162722985765829
-91.60299206266716,84.59630170682854,-60.477376361603945,0.004385590237393372
-88.4978058910513,82.45669379259431,-58.132825025228385,0.00465537867378801
-85.39261971943549,80.2857199625698,-55.82335952293934,0.004945866062352866
-82.28743354781963,78.0861554390657,-53.555651435051885,0.005226168446157673
-79.1822473762038,75.8605566966618,-51.33540520602446,0.005458538273743368
-76.07706120458798,73.61116248579818,-49.1668088313117,0.005596683966946597
-72.97187503297214,71.3397985770973,-47.05200766762698,0.005604046595119536
-69.86668886135631,69.04783059723532,-44.99087712013818,0.005478253762017777
-66.76150268974047,66.73619303779957,-42.98126872569563,0.005225909458750696
-63.65631651812463,64.40543657434063,-41.01937002933465,0.0048602551309752514
-60.55113034650879,62.05577567530525,-39.10006626231234,0.004401711917041258
-57.44594417489296,59.687136210969,-37.21730202014544,0.0038774026725352795
-54.340758003277124,57.29920306236908,-35.364442940647365,0.003319775647004256
-51.23557183166129,54.89146773023707,-33.534637381965894,0.002764592318686048
-48.13038566004545,52.4632759439317,-31.721178100620307,0.0022486394976501465
-45.025199488429614,50.01387527037163,-29.91786392953867,0.0018075589714673667
-41.92001331681378,47.54246272296816,-28.119361456095533,0.0014741570816770545
-38.814827145197945,45.04823237055807,-26.321566700149305,0.0012774784776129508
-35.709640973582104,42.53042291821053,-24.521965093885626,0.0012391256569397597
-32.60445480196627,39.98836418600641,-22.71992492293458,0.0013567827296864393
-29.499268630350432,37.42152001967272,-20.916775328409273,0.00162063472662523
-26.394082458734598,34.829529418016506,-19.11577664204907,0.002023046367889302
-23.28889628711876,32.212247561552836,-17.32208475560745,0.002559978144500692
-20.183710115502926,29.569786841130867,-15.542715490140125,0.0032321789585316985
-17.078523943887088,26.90255788656016,-13.786508965292427,0.004046272808963483
-13.973337772271254,24.211310595236945,-12.064093968585865,0.005015849587583599
-10.868151600655418,21.49717516077017,-10.387852324706756,0.006162654001695141
-7.762965429039581,18.76170310160792,-8.771883264792933,0.0075179201575654876
-4.657779257423764,16.00690828966351,-7.231967795721459,0.009123796084469135
-1.5525930858079273,13.235307978941703,-5.785533069395967,0.01103458792944557
1.5525930858079087,10.44996379148241,-4.451616560647153,0.013315782220350108
4.657779257423745,7.654512587528211,-3.2507848864434266,0.01600920751838781
7.762965429039581,4.853125543559998,-2.204730712371088,0.019108913987010298
10.868151600655418,2.050395438200596,-1.3355477463859131,0.022559355149446316
13.973337772271254,-0.7487861776576277,-0.6649603738732139,0.02622154510582919
17.07852394388711,-3.5393518534077937,-0.21355310132224758,0.02983978210996579
20.183710115502926,-6.316181111283404,0.0,0.03303243518205706
23.28889628711878,-9.074223318913523,-0.040294149624770625,0.03533713965857577
26.394082458734598,-11.808620561877536,-0.3469770820404108,0.036325511289080015
29.499268630350453,-14.514830516260414,-0.9283682248897662,0.03575375282923527
32.60445480196627,-17.188749321207425,-1.7877943452890577,0.03366509558953087
35.709640973582125,-19.826834451479414,-2.9228189935014655,0.03037083848262411
38.814827145197945,-22.426227589954717,-4.324471947209815,0.026319293007659027
41.920013316813794,-24.984874382379356,-5.976514013017891,0.021984792829987023
45.025199488429614,-27.501587924511274,-7.85533993720756,0.017806010120674193
48.130385660045434,-29.975999659031675,-9.931158158997107,0.014013120156147476
51.23557183166129,-32.40847549876976,-12.169564918791394,0.010667265623976269
54.3407580032771,-34.800031062437725,-14.53312843111209,0.007735422486896279
57.44594417489296,-37.15224691036599,-16.982973057528056,0.005145411883668582
60.55113034650878,-39.46718378023806,-19.48036347958532,0.0028202834571723536
63.65631651812463,-41.747297822825686,-21.988288871738234,0.0006998640236145716
66.76150268974045,-43.99535583772384,-24.473047074279094,-0.0012423981803145788
69.86668886135631,-46.214350509085875,-26.905828766268854,-0.0029815402204543874
72.97187503297212,-48.40741564135838,-29.264301638467373,-0.004420007990210993
76.07706120458798,-50.57774139501644,-31.53419456626395,-0.005367015007478673
79.18224737620379,-52.728489442343246,-33.71087396656898,-0.0055525846103109695
82.28743354781965,-54.86270307286991,-35.800426457696545,-0.004842675337499825
85.39261971943546,-56.98319628868844,-37.818687670209584,-0.003268752146807941
